	query	seed_ortholog	evalue	score	predicted_name	go_terms	kegg_ko	bigg_reactions	tax_scope	eggnog_ogs	best_og	cog_cat	eggnog_hmmm_desc	cog_category_full
360	PB.757.1|1640_0|path0:1-1524(+)|HQ_sampleytBMi1Qu|cb8316_c31/f5p1/1474	6945.ISCW005292-PA	6.999999999999999e-66	256.9		GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0042132,GO:0042578,GO:0044237,GO:0050308	K03841		artNOG[6]	035PX@artNOG,09UI9@biNOG,0V5HJ@meNOG,12PV4@opiNOG,COG0158@NOG,KOG1458@euNOG	NA|NA|NA	G	Fructose-1,6-bisphosphatase	Carbohydrate metabolism and transport
361	PB.764.2|1647_0|path3:1-3562(+)|HQ_sampleytBMi1Qu|cb16682_c0/f4p2/3652	6945.ISCW006563-PA	1.3000000000000002e-60	240.7		GO:0005575,GO:0016020,GO:0016021,GO:0031224,GO:0044425	K06508		artNOG[6]	037AF@artNOG,09W0P@biNOG,0V6Z3@meNOG,11IRY@NOG,12PMD@opiNOG,KOG3882@euNOG	NA|NA|NA	S	Tetraspanin family	Function Unknown
362	PB.768.1|1649_0|path7:1-1428(+)|HQ_sampleytBMi1Qu|cb16611_c274800/f6p15/1468	6945.ISCW005531-PA	5.5e-15	87.8		GO:0003674,GO:0003824,GO:0004062,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006790,GO:0008146,GO:0008150,GO:0008152,GO:0009987,GO:0016740,GO:0016782,GO:0034930,GO:0044237,GO:0044424,GO:0044444,GO:0044464			meNOG[21]	09TVG@biNOG,0V4UQ@meNOG,11H56@NOG,12P7D@opiNOG,KOG1584@euNOG	NA|NA|NA	S	Sulfotransferase	Function Unknown
363	PB.768.2|1649_0|path7:5-1664(+)|HQ_sampleytBMi1Qu|cb16611_c76053/f4p5/1730	6945.ISCW005531-PA	6.5e-15	87.8		GO:0003674,GO:0003824,GO:0004062,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006790,GO:0008146,GO:0008150,GO:0008152,GO:0009987,GO:0016740,GO:0016782,GO:0034930,GO:0044237,GO:0044424,GO:0044444,GO:0044464			meNOG[21]	09TVG@biNOG,0V4UQ@meNOG,11H56@NOG,12P7D@opiNOG,KOG1584@euNOG	NA|NA|NA	S	Sulfotransferase	Function Unknown
364	PB.770.2|1650_0|path2:1-3471(+)|HQ_sampleytBMi1Qu|cb16611_c194965/f2p15/1382	6945.ISCW007146-PA	9.999999999999997e-157	558.5	SQD	GO:0000003,GO:0000184,GO:0000226,GO:0000375,GO:0000377,GO:0000381,GO:0000398,GO:0000578,GO:0000785,GO:0000956,GO:0001667,GO:0002009,GO:0003002,GO:0003006,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003730,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005694,GO:0005700,GO:0005703,GO:0005737,GO:0006139,GO:0006396,GO:0006397,GO:0006401,GO:0006402,GO:0006403,GO:0006405,GO:0006406,GO:0006417,GO:0006725,GO:0006807,GO:0006810,GO:0006913,GO:0006928,GO:0006996,GO:0007010,GO:0007017,GO:0007028,GO:0007163,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007293,GO:0007297,GO:0007308,GO:0007309,GO:0007314,GO:0007315,GO:0007316,GO:0007350,GO:0007351,GO:0007389,GO:0008069,GO:0008150,GO:0008152,GO:0008298,GO:0008358,GO:0008380,GO:0008595,GO:0009056,GO:0009057,GO:0009653,GO:0009790,GO:0009798,GO:0009880,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009948,GO:0009950,GO:0009952,GO:0009953,GO:0009987,GO:0009994,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010631,GO:0015931,GO:0016043,GO:0016070,GO:0016071,GO:0016325,GO:0016333,GO:0016334,GO:0016477,GO:0016482,GO:0016604,GO:0016607,GO:0017148,GO:0019094,GO:0019219,GO:0019222,GO:0019439,GO:0019953,GO:0021700,GO:0022412,GO:0022414,GO:0022607,GO:0030154,GO:0030529,GO:0030707,GO:0030720,GO:0030951,GO:0030952,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0033036,GO:0033119,GO:0034641,GO:0034655,GO:0035062,GO:0035282,GO:0040011,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043484,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044699,GO:0044702,GO:0044707,GO:0044763,GO:0044767,GO:0045451,GO:0045934,GO:0046483,GO:0046700,GO:0046907,GO:0048024,GO:0048468,GO:0048469,GO:0048477,GO:0048519,GO:0048523,GO:0048599,GO:0048609,GO:0048610,GO:0048646,GO:0048729,GO:0048856,GO:0048869,GO:0048870,GO:0050657,GO:0050658,GO:0050684,GO:0050789,GO:0050794,GO:0051028,GO:0051168,GO:0051169,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051236,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051641,GO:0051649,GO:0051674,GO:0060255,GO:0060429,GO:0060810,GO:0060811,GO:0065007,GO:0070013,GO:0070727,GO:0071011,GO:0071013,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0080090,GO:0090130,GO:0090132,GO:0090304,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:2000112,GO:2000113	K03102		artNOG[6]	036BI@artNOG,09TJ2@biNOG,0V4HZ@meNOG,12S12@opiNOG,COG0724@NOG,KOG0118@euNOG	NA|NA|NA	A	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RNA processing and modification
365	PB.770.3|1650_0|path2:6-3469(+)|HQ_sampleytBMi1Qu|cb16611_c35468/f2p0/1468	6945.ISCW007146-PA	3.6000000000000003e-54	218.0	SQD	GO:0000003,GO:0000184,GO:0000226,GO:0000375,GO:0000377,GO:0000381,GO:0000398,GO:0000578,GO:0000785,GO:0000956,GO:0001667,GO:0002009,GO:0003002,GO:0003006,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003730,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005694,GO:0005700,GO:0005703,GO:0005737,GO:0006139,GO:0006396,GO:0006397,GO:0006401,GO:0006402,GO:0006403,GO:0006405,GO:0006406,GO:0006417,GO:0006725,GO:0006807,GO:0006810,GO:0006913,GO:0006928,GO:0006996,GO:0007010,GO:0007017,GO:0007028,GO:0007163,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007293,GO:0007297,GO:0007308,GO:0007309,GO:0007314,GO:0007315,GO:0007316,GO:0007350,GO:0007351,GO:0007389,GO:0008069,GO:0008150,GO:0008152,GO:0008298,GO:0008358,GO:0008380,GO:0008595,GO:0009056,GO:0009057,GO:0009653,GO:0009790,GO:0009798,GO:0009880,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009948,GO:0009950,GO:0009952,GO:0009953,GO:0009987,GO:0009994,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010631,GO:0015931,GO:0016043,GO:0016070,GO:0016071,GO:0016325,GO:0016333,GO:0016334,GO:0016477,GO:0016482,GO:0016604,GO:0016607,GO:0017148,GO:0019094,GO:0019219,GO:0019222,GO:0019439,GO:0019953,GO:0021700,GO:0022412,GO:0022414,GO:0022607,GO:0030154,GO:0030529,GO:0030707,GO:0030720,GO:0030951,GO:0030952,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0033036,GO:0033119,GO:0034641,GO:0034655,GO:0035062,GO:0035282,GO:0040011,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043484,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044699,GO:0044702,GO:0044707,GO:0044763,GO:0044767,GO:0045451,GO:0045934,GO:0046483,GO:0046700,GO:0046907,GO:0048024,GO:0048468,GO:0048469,GO:0048477,GO:0048519,GO:0048523,GO:0048599,GO:0048609,GO:0048610,GO:0048646,GO:0048729,GO:0048856,GO:0048869,GO:0048870,GO:0050657,GO:0050658,GO:0050684,GO:0050789,GO:0050794,GO:0051028,GO:0051168,GO:0051169,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051236,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051641,GO:0051649,GO:0051674,GO:0060255,GO:0060429,GO:0060810,GO:0060811,GO:0065007,GO:0070013,GO:0070727,GO:0071011,GO:0071013,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0080090,GO:0090130,GO:0090132,GO:0090304,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:2000112,GO:2000113	K03102		artNOG[6]	036BI@artNOG,09TJ2@biNOG,0V4HZ@meNOG,12S12@opiNOG,COG0724@NOG,KOG0118@euNOG	NA|NA|NA	A	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RNA processing and modification
366	PB.770.4|1650_0|path2:6-3471(+)|HQ_sampleytBMi1Qu|cb16611_c76432/f2p3/1397	6945.ISCW007146-PA	2.899999999999999e-154	550.4	SQD	GO:0000003,GO:0000184,GO:0000226,GO:0000375,GO:0000377,GO:0000381,GO:0000398,GO:0000578,GO:0000785,GO:0000956,GO:0001667,GO:0002009,GO:0003002,GO:0003006,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003730,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005694,GO:0005700,GO:0005703,GO:0005737,GO:0006139,GO:0006396,GO:0006397,GO:0006401,GO:0006402,GO:0006403,GO:0006405,GO:0006406,GO:0006417,GO:0006725,GO:0006807,GO:0006810,GO:0006913,GO:0006928,GO:0006996,GO:0007010,GO:0007017,GO:0007028,GO:0007163,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007293,GO:0007297,GO:0007308,GO:0007309,GO:0007314,GO:0007315,GO:0007316,GO:0007350,GO:0007351,GO:0007389,GO:0008069,GO:0008150,GO:0008152,GO:0008298,GO:0008358,GO:0008380,GO:0008595,GO:0009056,GO:0009057,GO:0009653,GO:0009790,GO:0009798,GO:0009880,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009948,GO:0009950,GO:0009952,GO:0009953,GO:0009987,GO:0009994,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010631,GO:0015931,GO:0016043,GO:0016070,GO:0016071,GO:0016325,GO:0016333,GO:0016334,GO:0016477,GO:0016482,GO:0016604,GO:0016607,GO:0017148,GO:0019094,GO:0019219,GO:0019222,GO:0019439,GO:0019953,GO:0021700,GO:0022412,GO:0022414,GO:0022607,GO:0030154,GO:0030529,GO:0030707,GO:0030720,GO:0030951,GO:0030952,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0033036,GO:0033119,GO:0034641,GO:0034655,GO:0035062,GO:0035282,GO:0040011,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043484,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044699,GO:0044702,GO:0044707,GO:0044763,GO:0044767,GO:0045451,GO:0045934,GO:0046483,GO:0046700,GO:0046907,GO:0048024,GO:0048468,GO:0048469,GO:0048477,GO:0048519,GO:0048523,GO:0048599,GO:0048609,GO:0048610,GO:0048646,GO:0048729,GO:0048856,GO:0048869,GO:0048870,GO:0050657,GO:0050658,GO:0050684,GO:0050789,GO:0050794,GO:0051028,GO:0051168,GO:0051169,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051236,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051641,GO:0051649,GO:0051674,GO:0060255,GO:0060429,GO:0060810,GO:0060811,GO:0065007,GO:0070013,GO:0070727,GO:0071011,GO:0071013,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0080090,GO:0090130,GO:0090132,GO:0090304,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:2000112,GO:2000113	K03102		artNOG[6]	036BI@artNOG,09TJ2@biNOG,0V4HZ@meNOG,12S12@opiNOG,COG0724@NOG,KOG0118@euNOG	NA|NA|NA	A	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RNA processing and modification
367	PB.770.6|1650_0|path2:6-3471(+)|HQ_sampleytBMi1Qu|cb16611_c38705/f2p4/2450	6945.ISCW007146-PA	2e-57	229.6	SQD	GO:0000003,GO:0000184,GO:0000226,GO:0000375,GO:0000377,GO:0000381,GO:0000398,GO:0000578,GO:0000785,GO:0000956,GO:0001667,GO:0002009,GO:0003002,GO:0003006,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003730,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005694,GO:0005700,GO:0005703,GO:0005737,GO:0006139,GO:0006396,GO:0006397,GO:0006401,GO:0006402,GO:0006403,GO:0006405,GO:0006406,GO:0006417,GO:0006725,GO:0006807,GO:0006810,GO:0006913,GO:0006928,GO:0006996,GO:0007010,GO:0007017,GO:0007028,GO:0007163,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007293,GO:0007297,GO:0007308,GO:0007309,GO:0007314,GO:0007315,GO:0007316,GO:0007350,GO:0007351,GO:0007389,GO:0008069,GO:0008150,GO:0008152,GO:0008298,GO:0008358,GO:0008380,GO:0008595,GO:0009056,GO:0009057,GO:0009653,GO:0009790,GO:0009798,GO:0009880,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009948,GO:0009950,GO:0009952,GO:0009953,GO:0009987,GO:0009994,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010631,GO:0015931,GO:0016043,GO:0016070,GO:0016071,GO:0016325,GO:0016333,GO:0016334,GO:0016477,GO:0016482,GO:0016604,GO:0016607,GO:0017148,GO:0019094,GO:0019219,GO:0019222,GO:0019439,GO:0019953,GO:0021700,GO:0022412,GO:0022414,GO:0022607,GO:0030154,GO:0030529,GO:0030707,GO:0030720,GO:0030951,GO:0030952,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0033036,GO:0033119,GO:0034641,GO:0034655,GO:0035062,GO:0035282,GO:0040011,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043484,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044699,GO:0044702,GO:0044707,GO:0044763,GO:0044767,GO:0045451,GO:0045934,GO:0046483,GO:0046700,GO:0046907,GO:0048024,GO:0048468,GO:0048469,GO:0048477,GO:0048519,GO:0048523,GO:0048599,GO:0048609,GO:0048610,GO:0048646,GO:0048729,GO:0048856,GO:0048869,GO:0048870,GO:0050657,GO:0050658,GO:0050684,GO:0050789,GO:0050794,GO:0051028,GO:0051168,GO:0051169,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051236,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051641,GO:0051649,GO:0051674,GO:0060255,GO:0060429,GO:0060810,GO:0060811,GO:0065007,GO:0070013,GO:0070727,GO:0071011,GO:0071013,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0080090,GO:0090130,GO:0090132,GO:0090304,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:2000112,GO:2000113	K03102		artNOG[6]	036BI@artNOG,09TJ2@biNOG,0V4HZ@meNOG,12S12@opiNOG,COG0724@NOG,KOG0118@euNOG	NA|NA|NA	A	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RNA processing and modification
368	PB.770.7|1650_0|path2:6-2914(+)|HQ_sampleytBMi1Qu|cb16611_c47021/f6p0/1127	6945.ISCW007146-PA	2.3999999999999993e-146	523.9	SQD	GO:0000003,GO:0000184,GO:0000226,GO:0000375,GO:0000377,GO:0000381,GO:0000398,GO:0000578,GO:0000785,GO:0000956,GO:0001667,GO:0002009,GO:0003002,GO:0003006,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003730,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005694,GO:0005700,GO:0005703,GO:0005737,GO:0006139,GO:0006396,GO:0006397,GO:0006401,GO:0006402,GO:0006403,GO:0006405,GO:0006406,GO:0006417,GO:0006725,GO:0006807,GO:0006810,GO:0006913,GO:0006928,GO:0006996,GO:0007010,GO:0007017,GO:0007028,GO:0007163,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007293,GO:0007297,GO:0007308,GO:0007309,GO:0007314,GO:0007315,GO:0007316,GO:0007350,GO:0007351,GO:0007389,GO:0008069,GO:0008150,GO:0008152,GO:0008298,GO:0008358,GO:0008380,GO:0008595,GO:0009056,GO:0009057,GO:0009653,GO:0009790,GO:0009798,GO:0009880,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009948,GO:0009950,GO:0009952,GO:0009953,GO:0009987,GO:0009994,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010631,GO:0015931,GO:0016043,GO:0016070,GO:0016071,GO:0016325,GO:0016333,GO:0016334,GO:0016477,GO:0016482,GO:0016604,GO:0016607,GO:0017148,GO:0019094,GO:0019219,GO:0019222,GO:0019439,GO:0019953,GO:0021700,GO:0022412,GO:0022414,GO:0022607,GO:0030154,GO:0030529,GO:0030707,GO:0030720,GO:0030951,GO:0030952,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0033036,GO:0033119,GO:0034641,GO:0034655,GO:0035062,GO:0035282,GO:0040011,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043484,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044699,GO:0044702,GO:0044707,GO:0044763,GO:0044767,GO:0045451,GO:0045934,GO:0046483,GO:0046700,GO:0046907,GO:0048024,GO:0048468,GO:0048469,GO:0048477,GO:0048519,GO:0048523,GO:0048599,GO:0048609,GO:0048610,GO:0048646,GO:0048729,GO:0048856,GO:0048869,GO:0048870,GO:0050657,GO:0050658,GO:0050684,GO:0050789,GO:0050794,GO:0051028,GO:0051168,GO:0051169,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051236,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051641,GO:0051649,GO:0051674,GO:0060255,GO:0060429,GO:0060810,GO:0060811,GO:0065007,GO:0070013,GO:0070727,GO:0071011,GO:0071013,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0080090,GO:0090130,GO:0090132,GO:0090304,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:2000112,GO:2000113	K03102		artNOG[6]	036BI@artNOG,09TJ2@biNOG,0V4HZ@meNOG,12S12@opiNOG,COG0724@NOG,KOG0118@euNOG	NA|NA|NA	A	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RNA processing and modification
369	PB.770.8|1650_0|path2:9-3471(+)|HQ_sampleytBMi1Qu|cb16611_c50415/f2p1/2433	6945.ISCW007146-PA	1.5999999999999996e-75	289.7	SQD	GO:0000003,GO:0000184,GO:0000226,GO:0000375,GO:0000377,GO:0000381,GO:0000398,GO:0000578,GO:0000785,GO:0000956,GO:0001667,GO:0002009,GO:0003002,GO:0003006,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003730,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005681,GO:0005694,GO:0005700,GO:0005703,GO:0005737,GO:0006139,GO:0006396,GO:0006397,GO:0006401,GO:0006402,GO:0006403,GO:0006405,GO:0006406,GO:0006417,GO:0006725,GO:0006807,GO:0006810,GO:0006913,GO:0006928,GO:0006996,GO:0007010,GO:0007017,GO:0007028,GO:0007163,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007293,GO:0007297,GO:0007308,GO:0007309,GO:0007314,GO:0007315,GO:0007316,GO:0007350,GO:0007351,GO:0007389,GO:0008069,GO:0008150,GO:0008152,GO:0008298,GO:0008358,GO:0008380,GO:0008595,GO:0009056,GO:0009057,GO:0009653,GO:0009790,GO:0009798,GO:0009880,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009948,GO:0009950,GO:0009952,GO:0009953,GO:0009987,GO:0009994,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010631,GO:0015931,GO:0016043,GO:0016070,GO:0016071,GO:0016325,GO:0016333,GO:0016334,GO:0016477,GO:0016482,GO:0016604,GO:0016607,GO:0017148,GO:0019094,GO:0019219,GO:0019222,GO:0019439,GO:0019953,GO:0021700,GO:0022412,GO:0022414,GO:0022607,GO:0030154,GO:0030529,GO:0030707,GO:0030720,GO:0030951,GO:0030952,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031974,GO:0031981,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0033036,GO:0033119,GO:0034641,GO:0034655,GO:0035062,GO:0035282,GO:0040011,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043484,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044699,GO:0044702,GO:0044707,GO:0044763,GO:0044767,GO:0045451,GO:0045934,GO:0046483,GO:0046700,GO:0046907,GO:0048024,GO:0048468,GO:0048469,GO:0048477,GO:0048519,GO:0048523,GO:0048599,GO:0048609,GO:0048610,GO:0048646,GO:0048729,GO:0048856,GO:0048869,GO:0048870,GO:0050657,GO:0050658,GO:0050684,GO:0050789,GO:0050794,GO:0051028,GO:0051168,GO:0051169,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051236,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051641,GO:0051649,GO:0051674,GO:0060255,GO:0060429,GO:0060810,GO:0060811,GO:0065007,GO:0070013,GO:0070727,GO:0071011,GO:0071013,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0080090,GO:0090130,GO:0090132,GO:0090304,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:2000112,GO:2000113	K03102		artNOG[6]	036BI@artNOG,09TJ2@biNOG,0V4HZ@meNOG,12S12@opiNOG,COG0724@NOG,KOG0118@euNOG	NA|NA|NA	A	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RNA processing and modification
