	query	seed_ortholog	evalue	score	predicted_name	go_terms	kegg_ko	bigg_reactions	tax_scope	eggnog_ogs	best_og	cog_cat	eggnog_hmmm_desc	cog_category_full
807	PB.1613.1|72_0|path4:1-4653(+)|HQ_samplekLafXsSM|cb3267_c16877/f5p17/4747	7460.GB11497-PA	3.7e-28	133.3	UNR	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003730,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006417,GO:0007154,GO:0007267,GO:0007549,GO:0008150,GO:0009047,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0016043,GO:0017148,GO:0019222,GO:0022607,GO:0023052,GO:0030154,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032502,GO:0034622,GO:0040029,GO:0042714,GO:0043933,GO:0044085,GO:0044424,GO:0044464,GO:0044699,GO:0044700,GO:0044763,GO:0045165,GO:0045168,GO:0046331,GO:0048519,GO:0048523,GO:0048869,GO:0050789,GO:0050794,GO:0051246,GO:0051248,GO:0060255,GO:0065003,GO:0065007,GO:0071840,GO:0080090,GO:0097159,GO:1901363,GO:2000112,GO:2000113			artNOG[6]	033KV@artNOG,09WUR@biNOG,0IF27@euNOG,0S6M6@hymNOG,0SQR1@inNOG,0V7SQ@meNOG,0ZH8Y@NOG,12Q4X@opiNOG	NA|NA|NA	K	'Cold-shock' DNA-binding domain	Transcription
808	PB.1617.2|723_0|path0:1-2077(+)|HQ_samplekLafXsSM|cb3267_c22774/f10p2/2135	6945.ISCW001503-PA	2.6999999999999984e-236	823.5		GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005215,GO:0005319,GO:0005488,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005794,GO:0006464,GO:0006468,GO:0006629,GO:0006643,GO:0006665,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006869,GO:0008150,GO:0008152,GO:0008289,GO:0009987,GO:0010876,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0022892,GO:0032365,GO:0033036,GO:0035091,GO:0035620,GO:0035621,GO:0035627,GO:0036211,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044255,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046624,GO:0046625,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070273,GO:0071702,GO:0071704,GO:0071705,GO:0097001,GO:1901564,GO:1901981	K08283		artNOG[6]	032UR@artNOG,09UG1@biNOG,0V5FD@meNOG,0XQTB@NOG,12R5U@opiNOG,KOG1739@euNOG	NA|NA|NA	T, V	PH domain	Signal Transduction; Defense mechanisms
809	PB.1618.1|72_3|path2:1-3250(+)|HQ_samplekLafXsSM|cb3267_c18982/f6p1/3288	6945.ISCW009117-PA	3.299999999999999e-132	478.4	UNR	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003730,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006417,GO:0007154,GO:0007267,GO:0007549,GO:0008150,GO:0009047,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0016043,GO:0017148,GO:0019222,GO:0022607,GO:0023052,GO:0030154,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032502,GO:0034622,GO:0040029,GO:0042714,GO:0043933,GO:0044085,GO:0044424,GO:0044464,GO:0044699,GO:0044700,GO:0044763,GO:0045165,GO:0045168,GO:0046331,GO:0048519,GO:0048523,GO:0048869,GO:0050789,GO:0050794,GO:0051246,GO:0051248,GO:0060255,GO:0065003,GO:0065007,GO:0071840,GO:0080090,GO:0097159,GO:1901363,GO:2000112,GO:2000113			artNOG[6]	033KV@artNOG,09WUR@biNOG,0IF27@euNOG,0V7SQ@meNOG,0ZH8Y@NOG,12Q4X@opiNOG	NA|NA|NA	K	CSP	Transcription
810	PB.1618.2|72_3|path2:1-3075(+)|HQ_samplekLafXsSM|cb3267_c8624/f6p1/3125	7070.TC002472-PA	3.0999999999999996e-55	222.6	UNR	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003730,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006417,GO:0007154,GO:0007267,GO:0007549,GO:0008150,GO:0009047,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0016043,GO:0017148,GO:0019222,GO:0022607,GO:0023052,GO:0030154,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032502,GO:0034622,GO:0040029,GO:0042714,GO:0043933,GO:0044085,GO:0044424,GO:0044464,GO:0044699,GO:0044700,GO:0044763,GO:0045165,GO:0045168,GO:0046331,GO:0048519,GO:0048523,GO:0048869,GO:0050789,GO:0050794,GO:0051246,GO:0051248,GO:0060255,GO:0065003,GO:0065007,GO:0071840,GO:0080090,GO:0097159,GO:1901363,GO:2000112,GO:2000113			artNOG[6]	033KV@artNOG,09WUR@biNOG,0IF27@euNOG,0SQR1@inNOG,0V7SQ@meNOG,0ZH8Y@NOG,12Q4X@opiNOG	NA|NA|NA	K	CSP	Transcription
811	PB.1620.1|726_0|path0:1-2381(+)|HQ_samplekLafXsSM|cb3941_c0/f2p0/2318	6945.ISCW017130-PA	2.2999999999999994e-76	292.4		GO:0003674,GO:0003824,GO:0005488,GO:0006464,GO:0008150,GO:0008152,GO:0008270,GO:0009987,GO:0016491,GO:0016667,GO:0016671,GO:0018193,GO:0018206,GO:0019538,GO:0033743,GO:0036211,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044710,GO:0046872,GO:0046914,GO:0055114,GO:0071704	K07305		artNOG[6]	0370Z@artNOG,0A59I@biNOG,0VDY9@meNOG,13NFZ@opiNOG,COG0229@NOG,KOG0856@euNOG	NA|NA|NA	O	SelR domain	Post-translational modification, protein turnover, chaperone functions
812	PB.1621.1|727_0|path0:1-2295(+)|HQ_samplekLafXsSM|cb5379_c0/f27p6/2316	6945.ISCW021095-PA	1.3999999999999998e-161	575.5		GO:0003674,GO:0003824,GO:0004835,GO:0006950,GO:0007275,GO:0007399,GO:0008150,GO:0008152,GO:0009611,GO:0009987,GO:0016874,GO:0016879,GO:0016881,GO:0022008,GO:0030154,GO:0032501,GO:0032502,GO:0042060,GO:0044699,GO:0044707,GO:0044763,GO:0048731,GO:0048856,GO:0048869,GO:0050896	K16601		artNOG[6]	031Z9@artNOG,09TPG@biNOG,0V4NN@meNOG,0XTI2@NOG,12NAU@opiNOG,KOG2156@euNOG	NA|NA|NA	O	tubulin-tyrosine ligase activity	Post-translational modification, protein turnover, chaperone functions
813	PB.1624.2|729_0|path0:2-2333(+)|HQ_samplekLafXsSM|cb4200_c2/f2p5/2363	6945.ISCW005288-PA	2.2999999999999991e-175	621.3		GO:0000003,GO:0000902,GO:0003674,GO:0003810,GO:0003824,GO:0003840,GO:0005575,GO:0005576,GO:0005615,GO:0006082,GO:0006518,GO:0006520,GO:0006575,GO:0006749,GO:0006790,GO:0006807,GO:0007275,GO:0007399,GO:0008150,GO:0008152,GO:0009653,GO:0009987,GO:0016043,GO:0016740,GO:0016746,GO:0016755,GO:0019752,GO:0022008,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032990,GO:0034641,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044281,GO:0044421,GO:0044699,GO:0044707,GO:0044710,GO:0044763,GO:0044767,GO:0048468,GO:0048666,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0071704,GO:0071840,GO:1901564	K00681,K18592		meNOG[21]	09ZI3@biNOG,0V9NA@meNOG,12RPB@opiNOG,COG0405@NOG,KOG2410@euNOG	NA|NA|NA	E	gamma-glutamyltranspeptidase	Amino Acid metabolism and transport
814	PB.1625.1|729_0|path1:1-2263(+)|HQ_samplekLafXsSM|cb4200_c1/f22p7/2235	6669.DappuP57425	2.6e-40	172.6		GO:0000902,GO:0003674,GO:0003810,GO:0003824,GO:0007275,GO:0007399,GO:0008150,GO:0008152,GO:0009653,GO:0009987,GO:0016043,GO:0016740,GO:0016746,GO:0016755,GO:0022008,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0044699,GO:0044707,GO:0044763,GO:0044767,GO:0048468,GO:0048666,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0071840	K18592		artNOG[6]	0323S@artNOG,09ZI3@biNOG,0V9NA@meNOG,12RPB@opiNOG,COG0405@NOG,KOG2410@euNOG	NA|NA|NA	E	gamma-glutamyltranspeptidase	Amino Acid metabolism and transport
815	PB.1626.1|730_0|path0:1-2321(+)|HQ_samplekLafXsSM|cb5498_c3/f2p1/2403	6945.ISCW000520-PA	2e-14	86.7		GO:0000003,GO:0003006,GO:0003674,GO:0005488,GO:0005515,GO:0007275,GO:0007548,GO:0008150,GO:0009790,GO:0009792,GO:0022414,GO:0032501,GO:0032502,GO:0040008,GO:0040009,GO:0040010,GO:0040011,GO:0040035,GO:0044699,GO:0044707,GO:0044767,GO:0045927,GO:0048513,GO:0048518,GO:0048608,GO:0048731,GO:0048806,GO:0048856,GO:0050789,GO:0061458,GO:0065007			meNOG[21]	0B4YC@biNOG,0IR69@euNOG,0WHHV@meNOG,127IF@NOG,13DVE@opiNOG	NA|NA|NA	W	Trypsin Inhibitor like cysteine rich domain	Extracellular structures
816	PB.1627.2|73_0|path0:73-3909(+)|HQ_samplekLafXsSM|cb3267_c94065/f6p11/3838	6945.ISCW016446-PA	0.0	1431.0	PRM	GO:0003674,GO:0003774,GO:0003824,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005859,GO:0005863,GO:0006996,GO:0007010,GO:0007498,GO:0008150,GO:0008152,GO:0008307,GO:0009653,GO:0009888,GO:0009987,GO:0010927,GO:0015629,GO:0016043,GO:0016459,GO:0016460,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0022607,GO:0030016,GO:0030017,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0031032,GO:0032502,GO:0032982,GO:0032989,GO:0032991,GO:0036379,GO:0042692,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0043292,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0044699,GO:0044763,GO:0044767,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0051146,GO:0055001,GO:0055002,GO:0061061,GO:0070925,GO:0071840			artNOG[6]	032HB@artNOG,09XSH@biNOG,0V8Q2@meNOG,12QQC@opiNOG,COG5022@NOG,KOG0161@euNOG	NA|NA|NA	Z	Paramyosin	Cytoskeleton
817	PB.1627.3|73_0|path0:79-3362(+)|HQ_samplekLafXsSM|cb3267_c17461/f3p2/3285	6945.ISCW016446-PA	1.0999999999999996e-172	612.8	PRM	GO:0003674,GO:0003774,GO:0003824,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005859,GO:0005863,GO:0006996,GO:0007010,GO:0007498,GO:0008150,GO:0008152,GO:0008307,GO:0009653,GO:0009888,GO:0009987,GO:0010927,GO:0015629,GO:0016043,GO:0016459,GO:0016460,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0022607,GO:0030016,GO:0030017,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0031032,GO:0032502,GO:0032982,GO:0032989,GO:0032991,GO:0036379,GO:0042692,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0043292,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0044699,GO:0044763,GO:0044767,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0051146,GO:0055001,GO:0055002,GO:0061061,GO:0070925,GO:0071840			artNOG[6]	032HB@artNOG,09XSH@biNOG,0V8Q2@meNOG,12QQC@opiNOG,COG5022@NOG,KOG0161@euNOG	NA|NA|NA	Z	Paramyosin	Cytoskeleton
818	PB.1627.5|73_0|path0:79-3906(+)|HQ_samplekLafXsSM|cb3267_c17933/f2p7/3743	6945.ISCW016446-PA	3.8e-12	79.7	PRM	GO:0003674,GO:0003774,GO:0003824,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005859,GO:0005863,GO:0006996,GO:0007010,GO:0007498,GO:0008150,GO:0008152,GO:0008307,GO:0009653,GO:0009888,GO:0009987,GO:0010927,GO:0015629,GO:0016043,GO:0016459,GO:0016460,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0022607,GO:0030016,GO:0030017,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0031032,GO:0032502,GO:0032982,GO:0032989,GO:0032991,GO:0036379,GO:0042692,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0043292,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0044699,GO:0044763,GO:0044767,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0051146,GO:0055001,GO:0055002,GO:0061061,GO:0070925,GO:0071840			artNOG[6]	032HB@artNOG,09XSH@biNOG,0V8Q2@meNOG,12QQC@opiNOG,COG5022@NOG,KOG0161@euNOG	NA|NA|NA	Z	Paramyosin	Cytoskeleton
819	PB.1627.7|73_0|path0:79-3904(+)|HQ_samplekLafXsSM|cb3267_c27901/f3p7/3537	6945.ISCW016446-PA	0.0	1245.0	PRM	GO:0003674,GO:0003774,GO:0003824,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005859,GO:0005863,GO:0006996,GO:0007010,GO:0007498,GO:0008150,GO:0008152,GO:0008307,GO:0009653,GO:0009888,GO:0009987,GO:0010927,GO:0015629,GO:0016043,GO:0016459,GO:0016460,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0022607,GO:0030016,GO:0030017,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0031032,GO:0032502,GO:0032982,GO:0032989,GO:0032991,GO:0036379,GO:0042692,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0043292,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0044699,GO:0044763,GO:0044767,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0051146,GO:0055001,GO:0055002,GO:0061061,GO:0070925,GO:0071840			artNOG[6]	032HB@artNOG,09XSH@biNOG,0V8Q2@meNOG,12QQC@opiNOG,COG5022@NOG,KOG0161@euNOG	NA|NA|NA	Z	Paramyosin	Cytoskeleton
820	PB.1627.9|73_0|path0:84-3909(+)|HQ_samplekLafXsSM|cb3267_c14027/f2p6/3674	6945.ISCW016446-PA	2.899999999999999e-113	415.6	PRM	GO:0003674,GO:0003774,GO:0003824,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005859,GO:0005863,GO:0006996,GO:0007010,GO:0007498,GO:0008150,GO:0008152,GO:0008307,GO:0009653,GO:0009888,GO:0009987,GO:0010927,GO:0015629,GO:0016043,GO:0016459,GO:0016460,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0022607,GO:0030016,GO:0030017,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0031032,GO:0032502,GO:0032982,GO:0032989,GO:0032991,GO:0036379,GO:0042692,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0043292,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0044699,GO:0044763,GO:0044767,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0051146,GO:0055001,GO:0055002,GO:0061061,GO:0070925,GO:0071840			artNOG[6]	032HB@artNOG,09XSH@biNOG,0V8Q2@meNOG,12QQC@opiNOG,COG5022@NOG,KOG0161@euNOG	NA|NA|NA	Z	Paramyosin	Cytoskeleton
821	PB.1627.10|73_0|path0:461-3906(+)|HQ_samplekLafXsSM|cb3267_c9688/f2p4/3114	6945.ISCW016446-PA	1.4999999999999993e-206	725.3	PRM	GO:0003674,GO:0003774,GO:0003824,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005859,GO:0005863,GO:0006996,GO:0007010,GO:0007498,GO:0008150,GO:0008152,GO:0008307,GO:0009653,GO:0009888,GO:0009987,GO:0010927,GO:0015629,GO:0016043,GO:0016459,GO:0016460,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0022607,GO:0030016,GO:0030017,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0031032,GO:0032502,GO:0032982,GO:0032989,GO:0032991,GO:0036379,GO:0042692,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0043292,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0044699,GO:0044763,GO:0044767,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0051146,GO:0055001,GO:0055002,GO:0061061,GO:0070925,GO:0071840			artNOG[6]	032HB@artNOG,09XSH@biNOG,0V8Q2@meNOG,12QQC@opiNOG,COG5022@NOG,KOG0161@euNOG	NA|NA|NA	Z	Paramyosin	Cytoskeleton
822	PB.1629.1|732_0|path2:1-2285(+)|HQ_samplekLafXsSM|cb3267_c35018/f2p2/2307	7222.FBpp0155846	3.7e-13	82.4		GO:0003674,GO:0005198,GO:0005214,GO:0008010,GO:0042302			artNOG[6]	03I43@artNOG,0B6N7@biNOG,0H34I@dipNOG,0I2F1@droNOG,0IU68@euNOG,0T4FX@inNOG,0WJDD@meNOG,0XTK4@NOG,13GHA@opiNOG	NA|NA|NA	S	Inherit from NOG: Cuticular protein	Function Unknown
823	PB.1637.2|738_0|path0:1-2291(+)|HQ_samplekLafXsSM|cb3267_c83858/f53p8/2205	6945.ISCW002946-PA	2.5999999999999995e-117	428.3	U2AF50	GO:0000226,GO:0000245,GO:0000278,GO:0000375,GO:0000377,GO:0000381,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0003727,GO:0003729,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0005686,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0006810,GO:0006913,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007052,GO:0007275,GO:0007399,GO:0008150,GO:0008152,GO:0008187,GO:0008380,GO:0009987,GO:0010467,GO:0010468,GO:0016043,GO:0016070,GO:0016071,GO:0016482,GO:0019219,GO:0019222,GO:0022008,GO:0022402,GO:0022607,GO:0022613,GO:0022618,GO:0030154,GO:0030529,GO:0030532,GO:0031323,GO:0032501,GO:0032502,GO:0032991,GO:0034622,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043484,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0044699,GO:0044707,GO:0044763,GO:0046483,GO:0046907,GO:0046982,GO:0046983,GO:0048024,GO:0048731,GO:0048856,GO:0048869,GO:0050684,GO:0050789,GO:0050794,GO:0051168,GO:0051169,GO:0051171,GO:0051179,GO:0051234,GO:0051252,GO:0051641,GO:0051649,GO:0060255,GO:0065003,GO:0065007,GO:0071011,GO:0071704,GO:0071822,GO:0071826,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901363	K12837		artNOG[6]	033YW@artNOG,09WNJ@biNOG,0V7M4@meNOG,0XP92@NOG,12Q19@opiNOG,KOG0120@euNOG	NA|NA|NA	A	splicing factor U2AF	RNA processing and modification
824	PB.1640.1|74_0|path0:1-3881(+)|HQ_samplekLafXsSM|cb3267_c82388/f4p6/3835	6945.ISCW023154-PA	0.0	1508.8					artNOG[6]	035YN@artNOG,0A0N7@biNOG,0IGWP@euNOG,0VBID@meNOG,0XQJ7@NOG,12N3A@opiNOG	NA|NA|NA	S	TPR	Function Unknown
825	PB.1640.2|74_0|path0:706-3877(+)|HQ_samplekLafXsSM|cb3267_c26461/f3p1/3210	6945.ISCW023154-PA	3.2999999999999993e-153	548.1					artNOG[6]	035YN@artNOG,0A0N7@biNOG,0IGWP@euNOG,0VBID@meNOG,0XQJ7@NOG,12N3A@opiNOG	NA|NA|NA	S	TPR	Function Unknown
826	PB.1640.3|74_0|path0:752-3877(+)|HQ_samplekLafXsSM|cb3267_c21157/f3p0/2656	6945.ISCW023154-PA	6.099999999999998e-161	573.5					artNOG[6]	035YN@artNOG,0A0N7@biNOG,0IGWP@euNOG,0VBID@meNOG,0XQJ7@NOG,12N3A@opiNOG	NA|NA|NA	S	TPR	Function Unknown
827	PB.1642.1|742_0|path0:1-2213(+)|HQ_samplekLafXsSM|cb6019_c14/f17p6/2299	6945.ISCW024633-PA	1.1999999999999994e-258	897.9	PAST1	GO:0000003,GO:0002064,GO:0002165,GO:0003002,GO:0003006,GO:0003674,GO:0005488,GO:0005509,GO:0006810,GO:0006897,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007291,GO:0007292,GO:0007349,GO:0007389,GO:0007444,GO:0007472,GO:0007474,GO:0007476,GO:0007552,GO:0007560,GO:0008150,GO:0008587,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009987,GO:0016192,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0030855,GO:0032501,GO:0032502,GO:0032504,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0043167,GO:0043169,GO:0044699,GO:0044702,GO:0044707,GO:0044763,GO:0044767,GO:0046872,GO:0048232,GO:0048468,GO:0048477,GO:0048513,GO:0048515,GO:0048563,GO:0048569,GO:0048609,GO:0048610,GO:0048646,GO:0048707,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0048869,GO:0051179,GO:0051234,GO:0060429	K12483		artNOG[6]	0355B@artNOG,09XC5@biNOG,0V6UU@meNOG,0XYGB@NOG,12N3T@opiNOG,KOG1954@euNOG	NA|NA|NA	T, U	Dynamin family	Signal Transduction; Intracellular trafficking and secretion
828	PB.1645.1|745_0|path0:1-2217(+)|HQ_samplekLafXsSM|cb3267_c89268/f2p2/2301	7425.NV10535-PA	1e-36	160.6	DRP1	GO:0000910,GO:0003008,GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0005875,GO:0006810,GO:0006897,GO:0006900,GO:0006996,GO:0007005,GO:0007049,GO:0007154,GO:0007267,GO:0007268,GO:0008150,GO:0009987,GO:0010638,GO:0010821,GO:0010822,GO:0015630,GO:0016043,GO:0016044,GO:0016050,GO:0016185,GO:0016192,GO:0019226,GO:0022402,GO:0022603,GO:0023052,GO:0030382,GO:0032501,GO:0032991,GO:0033043,GO:0035637,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0044699,GO:0044700,GO:0044707,GO:0044763,GO:0044765,GO:0048311,GO:0048312,GO:0048488,GO:0048489,GO:0048518,GO:0048522,GO:0050789,GO:0050793,GO:0050794,GO:0050877,GO:0051094,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051301,GO:0051640,GO:0051641,GO:0051646,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0061024,GO:0065007,GO:0070142,GO:0071840,GO:0090140,GO:0090141,GO:0097479,GO:0097480	K17065		artNOG[6]	032BQ@artNOG,09UVW@biNOG,0S7R8@hymNOG,0SP9G@inNOG,0V5VJ@meNOG,12NCM@opiNOG,COG0699@NOG,KOG0446@euNOG	NA|NA|NA	U	GED	Intracellular trafficking and secretion
829	PB.1649.1|748_0|path1:1-2221(+)|HQ_samplekLafXsSM|cb3267_c55730/f4p2/2289	6945.ISCW011552-PA	6.099999999999999e-106	390.6		GO:0003674,GO:0003824,GO:0004385,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009117,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0019201,GO:0019205,GO:0019637,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0044710,GO:0046483,GO:0046939,GO:0055086,GO:0071704,GO:1901360	K00942		artNOG[6]	036UA@artNOG,0A0V8@biNOG,0VBRQ@meNOG,13K8B@opiNOG,COG0194@NOG,KOG0707@euNOG	NA|NA|NA	F	Guanylate	Nucleotide metabolism and transport
830	PB.1652.1|750_0|path0:1-2221(+)|HQ_samplekLafXsSM|cb2348_c0/f44p5/2286	6945.ISCW006186-PA	3.099999999999999e-158	564.3		GO:0003674,GO:0003824,GO:0004175,GO:0004190,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006465,GO:0006518,GO:0006807,GO:0006950,GO:0006986,GO:0007275,GO:0007424,GO:0008150,GO:0008152,GO:0008233,GO:0009987,GO:0010033,GO:0010467,GO:0016020,GO:0016485,GO:0016787,GO:0019538,GO:0032501,GO:0032502,GO:0033554,GO:0034620,GO:0034641,GO:0035966,GO:0035967,GO:0042221,GO:0042500,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044707,GO:0044763,GO:0048731,GO:0048856,GO:0050896,GO:0051604,GO:0051716,GO:0060541,GO:0070001,GO:0070011,GO:0070887,GO:0071310,GO:0071704,GO:1901564	K09595		artNOG[6]	0344T@artNOG,09XJ6@biNOG,0V8H9@meNOG,0XTES@NOG,13E6Q@opiNOG,KOG2443@euNOG	NA|NA|NA	U	signal peptide peptidase	Intracellular trafficking and secretion
