	query	seed_ortholog	evalue	score	predicted_name	go_terms	kegg_ko	bigg_reactions	tax_scope	eggnog_ogs	best_og	cog_cat	eggnog_hmmm_desc	cog_category_full
1008	PB.2302.2|440_0|path2:1-2295(+)|HQ_sampleM3zMZywY|cb4500_c5/f2p1/2291	7897.ENSLACP00000004933	1.9999999999999995e-165	588.2	PRPS1	GO:0000166,GO:0000287,GO:0001882,GO:0001883,GO:0002165,GO:0002189,GO:0003674,GO:0003824,GO:0004749,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006015,GO:0006082,GO:0006139,GO:0006144,GO:0006163,GO:0006164,GO:0006167,GO:0006220,GO:0006221,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0007275,GO:0007399,GO:0007444,GO:0007472,GO:0007476,GO:0007552,GO:0007560,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009113,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009886,GO:0009887,GO:0009987,GO:0016208,GO:0016740,GO:0016772,GO:0016778,GO:0017076,GO:0018130,GO:0019001,GO:0019003,GO:0019438,GO:0019637,GO:0019693,GO:0030246,GO:0030554,GO:0031099,GO:0031100,GO:0032501,GO:0032502,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032561,GO:0032991,GO:0034418,GO:0034641,GO:0034654,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035639,GO:0036094,GO:0042278,GO:0042440,GO:0042451,GO:0042455,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043169,GO:0043234,GO:0043531,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044707,GO:0044710,GO:0044711,GO:0044767,GO:0046033,GO:0046100,GO:0046101,GO:0046112,GO:0046128,GO:0046129,GO:0046148,GO:0046390,GO:0046391,GO:0046415,GO:0046483,GO:0046872,GO:0046983,GO:0048513,GO:0048563,GO:0048569,GO:0048707,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0072527,GO:0072528,GO:0090407,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	K00948		meNOG[21]	09X0C@biNOG,0DIAV@chorNOG,0V74T@meNOG,12PR3@opiNOG,1CT17@veNOG,COG0462@NOG,KOG1448@euNOG	NA|NA|NA	F	Ribose-phosphate pyrophosphokinase	Nucleotide metabolism and transport
1009	PB.2302.3|440_0|path2:15-2655(+)|HQ_sampleM3zMZywY|cb4500_c1/f5p1/2646	7897.ENSLACP00000004933	6.199999999999998e-166	590.1	PRPS1	GO:0000166,GO:0000287,GO:0001882,GO:0001883,GO:0002165,GO:0002189,GO:0003674,GO:0003824,GO:0004749,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006015,GO:0006082,GO:0006139,GO:0006144,GO:0006163,GO:0006164,GO:0006167,GO:0006220,GO:0006221,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0007275,GO:0007399,GO:0007444,GO:0007472,GO:0007476,GO:0007552,GO:0007560,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009113,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009886,GO:0009887,GO:0009987,GO:0016208,GO:0016740,GO:0016772,GO:0016778,GO:0017076,GO:0018130,GO:0019001,GO:0019003,GO:0019438,GO:0019637,GO:0019693,GO:0030246,GO:0030554,GO:0031099,GO:0031100,GO:0032501,GO:0032502,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032561,GO:0032991,GO:0034418,GO:0034641,GO:0034654,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035639,GO:0036094,GO:0042278,GO:0042440,GO:0042451,GO:0042455,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043169,GO:0043234,GO:0043531,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044707,GO:0044710,GO:0044711,GO:0044767,GO:0046033,GO:0046100,GO:0046101,GO:0046112,GO:0046128,GO:0046129,GO:0046148,GO:0046390,GO:0046391,GO:0046415,GO:0046483,GO:0046872,GO:0046983,GO:0048513,GO:0048563,GO:0048569,GO:0048707,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0072527,GO:0072528,GO:0090407,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	K00948		meNOG[21]	09X0C@biNOG,0DIAV@chorNOG,0V74T@meNOG,12PR3@opiNOG,1CT17@veNOG,COG0462@NOG,KOG1448@euNOG	NA|NA|NA	F	Ribose-phosphate pyrophosphokinase	Nucleotide metabolism and transport
1010	PB.2306.3|446_0|path5:1-2645(+)|HQ_sampleM3zMZywY|cb12430_c5665/f2p0/2205	6945.ISCW003160-PA	6.5e-57	227.6					meNOG[21]	0AH09@biNOG,0VUAR@meNOG,146QA@opiNOG,COG2124@NOG,KOG0158@euNOG	NA|NA|NA	Q	cytochrome P450	Secondary Structure
1011	PB.2308.1|448_0|path0:1-1854(+)|HQ_sampleM3zMZywY|cb12430_c164/f9p3/1925	6945.ISCW020598-PA	3.6999999999999993e-112	411.0	RAB4	GO:0003674,GO:0003824,GO:0003924,GO:0005575,GO:0005623,GO:0006139,GO:0006152,GO:0006163,GO:0006184,GO:0006195,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006897,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009164,GO:0009166,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0016192,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0031982,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0043025,GO:0043226,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044297,GO:0044464,GO:0044710,GO:0045202,GO:0046039,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:0097458,GO:1901068,GO:1901069,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K07880,K07881		artNOG[6]	032R4@artNOG,09UJU@biNOG,0V5J0@meNOG,0XQ9X@NOG,12NT2@opiNOG,KOG0086@euNOG	NA|NA|NA	U	RAB	Intracellular trafficking and secretion
1012	PB.2312.2|45_1|path1:224-3757(+)|HQ_sampleM3zMZywY|cb12430_c34857/f7p2/3566	6945.ISCW019224-PA	5.499999999999998e-106	391.3					meNOG[21]	0AFPZ@biNOG,0VSFE@meNOG,12ZZT@opiNOG,COG5048@NOG,KOG1721@euNOG	NA|NA|NA	K	Zinc finger, C2H2 type	Transcription
1013	PB.2314.1|453_0|path0:1-2525(+)|HQ_sampleM3zMZywY|cb12430_c2965/f2p0/2628	7897.ENSLACP00000017048	2.9999999999999996e-24	119.4	POLR2H	GO:0000003,GO:0000075,GO:0000077,GO:0000375,GO:0000377,GO:0000398,GO:0000428,GO:0002119,GO:0002164,GO:0003006,GO:0003674,GO:0003824,GO:0003899,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005665,GO:0005730,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006283,GO:0006289,GO:0006351,GO:0006352,GO:0006353,GO:0006354,GO:0006360,GO:0006361,GO:0006362,GO:0006363,GO:0006366,GO:0006367,GO:0006368,GO:0006370,GO:0006383,GO:0006385,GO:0006386,GO:0006396,GO:0006397,GO:0006464,GO:0006468,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006897,GO:0006898,GO:0006928,GO:0006950,GO:0006974,GO:0007049,GO:0007093,GO:0007095,GO:0007275,GO:0007346,GO:0007548,GO:0008150,GO:0008152,GO:0008270,GO:0008380,GO:0009058,GO:0009059,GO:0009452,GO:0009790,GO:0009791,GO:0009792,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010564,GO:0010604,GO:0010948,GO:0016032,GO:0016070,GO:0016071,GO:0016192,GO:0016310,GO:0016477,GO:0016591,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0022402,GO:0022414,GO:0030880,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031570,GO:0031572,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032774,GO:0032991,GO:0033554,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0036211,GO:0036260,GO:0040007,GO:0040008,GO:0040011,GO:0040014,GO:0040018,GO:0040035,GO:0040039,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043234,GO:0043412,GO:0043900,GO:0043902,GO:0043903,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0044699,GO:0044707,GO:0044763,GO:0044764,GO:0044767,GO:0044773,GO:0044774,GO:0045927,GO:0045935,GO:0046483,GO:0046782,GO:0046872,GO:0046914,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048524,GO:0048608,GO:0048731,GO:0048806,GO:0048856,GO:0048870,GO:0050434,GO:0050789,GO:0050792,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051252,GO:0051254,GO:0051674,GO:0051704,GO:0051716,GO:0051726,GO:0055029,GO:0060255,GO:0061458,GO:0065007,GO:0070013,GO:0071704,GO:0080090,GO:0090304,GO:1901360,GO:1901362,GO:1901576,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:2001141	K03016		meNOG[21]	0A0CE@biNOG,0DMZ9@chorNOG,0VB8I@meNOG,11FT0@NOG,13PZJ@opiNOG,1CWVA@veNOG,KOG3400@euNOG	NA|NA|NA	K	polymerase (RNA) II (DNA directed) polypeptide H	Transcription
1014	PB.2315.1|454_0|path10:1-2646(+)|HQ_sampleM3zMZywY|cb4073_c7/f2p0/2281	6945.ISCW010973-PA	5.099999999999998e-193	679.9			K05034		artNOG[6]	035HI@artNOG,09U0F@biNOG,0V4BE@meNOG,12NMW@opiNOG,COG0733@NOG,KOG3659@euNOG	NA|NA|NA	P	transporter	Inorganic ion transport and metabolism
1015	PB.2315.2|454_0|path10:3-2646(+)|HQ_sampleM3zMZywY|cb4073_c5/f4p2/2650	6945.ISCW010973-PA	3.599999999999999e-214	750.4			K05034		artNOG[6]	035HI@artNOG,09U0F@biNOG,0V4BE@meNOG,12NMW@opiNOG,COG0733@NOG,KOG3659@euNOG	NA|NA|NA	P	transporter	Inorganic ion transport and metabolism
1016	PB.2334.1|472_0|path0:1-2565(+)|HQ_sampleM3zMZywY|cb12430_c25346/f12p1/2604	6945.ISCW019224-PA	2.3999999999999994e-98	365.5					meNOG[21]	0AFPZ@biNOG,0VSFE@meNOG,12ZZT@opiNOG,COG5048@NOG,KOG1721@euNOG	NA|NA|NA	K	Zinc finger, C2H2 type	Transcription
1017	PB.2337.2|477_0|path0:1-4170(+)|HQ_sampleM3zMZywY|cb17317_c0/f3p6/4281	6945.ISCW001118-PA	2.0999999999999987e-293	1014.2			K14613		euNOG[57]	0ISY8@euNOG,0ZM72@NOG	NA|NA|NA	P	Major Facilitator Superfamily	Inorganic ion transport and metabolism
1018	PB.2338.1|477_0|path2:1-2558(+)|HQ_sampleM3zMZywY|cb12430_c4996/f9p1/2600	6945.ISCW001118-PA	7.099999999999996e-199	699.5			K14613		euNOG[57]	0ISY8@euNOG,0ZM72@NOG	NA|NA|NA	P	Major Facilitator Superfamily	Inorganic ion transport and metabolism
1019	PB.2340.2|478_0|path0:4-2520(+)|HQ_sampleM3zMZywY|cb5190_c0/f4p1/2599	7070.TC012145-PA	3.5e-09	69.3		GO:0003674,GO:0003676,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005811,GO:0007154,GO:0007267,GO:0008150,GO:0009987,GO:0023052,GO:0030154,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044700,GO:0044763,GO:0045165,GO:0045168,GO:0046331,GO:0048869,GO:0097159,GO:1901363			artNOG[6]	033R3@artNOG,0A4NZ@biNOG,0SQFP@inNOG,0VFI5@meNOG,139WM@opiNOG,COG5048@NOG,KOG1721@euNOG	NA|NA|NA	K	ZnF_C2H2	Transcription
1020	PB.2345.1|483_0|path0:1-2828(+)|HQ_sampleM3zMZywY|cb12430_c11279/f2p0/2548	13616.ENSMODP00000031964	1.7e-13	83.6	ZNF569	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464	K09228		maNOG[6]	09TES@biNOG,0DERT@chorNOG,0URRG@maNOG,0V4DW@meNOG,12PGP@opiNOG,1D1SE@veNOG,COG5048@NOG,KOG1721@euNOG	NA|NA|NA	K	Zinc finger protein	Transcription
1021	PB.2345.2|483_0|path0:1-2877(+)|HQ_sampleM3zMZywY|cb12430_c135724/f12p0/2593	9669.ENSMPUP00000018860	6.9e-21	108.2					maNOG[6]	0B6CD@biNOG,0E9GW@chorNOG,0V3V3@maNOG,0WJ2F@meNOG,0ZCD7@NOG,13G0P@opiNOG,1DGC4@veNOG,KOG1721@euNOG	NA|NA|NA	K	Inherit from KOG: Zinc finger protein	Transcription
1022	PB.2345.3|483_0|path0:1-3088(+)|HQ_sampleM3zMZywY|cb12430_c20025/f3p2/3096	30608.ENSMICP00000007243	2.8000000000000004e-21	109.8	ZNF678	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464			maNOG[6]	09TES@biNOG,0DERT@chorNOG,0UX6S@maNOG,0V4DW@meNOG,12PGP@opiNOG,16JB0@prNOG,1B7C4@spriNOG,1CPIM@veNOG,COG5048@NOG,KOG1721@euNOG	NA|NA|NA	K	zinc finger protein 678	Transcription
1023	PB.2346.1|485_0|path0:1-1981(+)|HQ_sampleM3zMZywY|cb12430_c168310/f48p14/1873	6945.ISCW002599-PA	5.2e-58	231.1	ROP	GO:0000149,GO:0000910,GO:0001505,GO:0003001,GO:0003008,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006461,GO:0006810,GO:0006836,GO:0006887,GO:0007049,GO:0007154,GO:0007267,GO:0007268,GO:0007269,GO:0007317,GO:0008150,GO:0009314,GO:0009416,GO:0009628,GO:0009987,GO:0012506,GO:0016020,GO:0016043,GO:0016079,GO:0016082,GO:0016192,GO:0019226,GO:0019898,GO:0019905,GO:0022402,GO:0022607,GO:0023052,GO:0023061,GO:0030424,GO:0031090,GO:0031982,GO:0031988,GO:0032501,GO:0032879,GO:0032940,GO:0033267,GO:0034622,GO:0035637,GO:0042995,GO:0043005,GO:0043195,GO:0043226,GO:0043227,GO:0043623,GO:0043679,GO:0043933,GO:0044085,GO:0044087,GO:0044306,GO:0044422,GO:0044424,GO:0044425,GO:0044444,GO:0044456,GO:0044463,GO:0044464,GO:0044699,GO:0044700,GO:0044707,GO:0044763,GO:0044765,GO:0045202,GO:0045595,GO:0045995,GO:0046903,GO:0048489,GO:0050789,GO:0050793,GO:0050794,GO:0050877,GO:0050896,GO:0051128,GO:0051179,GO:0051234,GO:0051239,GO:0051301,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0060281,GO:0060284,GO:0060341,GO:0065003,GO:0065007,GO:0065008,GO:0070271,GO:0071822,GO:0071840,GO:0097458,GO:0097479,GO:0097480,GO:2000026,GO:2000241	K15292		artNOG[6]	032Q0@artNOG,09VWI@biNOG,0V6V2@meNOG,12PGD@opiNOG,COG5158@NOG,KOG1300@euNOG	NA|NA|NA	U	Sec1 family	Intracellular trafficking and secretion
1024	PB.2346.4|485_0|path0:1-2727(+)|HQ_sampleM3zMZywY|cb12430_c58747/f2p8/2647	6945.ISCW002599-PA	8.899999999999999e-72	277.3	ROP	GO:0000149,GO:0000910,GO:0001505,GO:0003001,GO:0003008,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006461,GO:0006810,GO:0006836,GO:0006887,GO:0007049,GO:0007154,GO:0007267,GO:0007268,GO:0007269,GO:0007317,GO:0008150,GO:0009314,GO:0009416,GO:0009628,GO:0009987,GO:0012506,GO:0016020,GO:0016043,GO:0016079,GO:0016082,GO:0016192,GO:0019226,GO:0019898,GO:0019905,GO:0022402,GO:0022607,GO:0023052,GO:0023061,GO:0030424,GO:0031090,GO:0031982,GO:0031988,GO:0032501,GO:0032879,GO:0032940,GO:0033267,GO:0034622,GO:0035637,GO:0042995,GO:0043005,GO:0043195,GO:0043226,GO:0043227,GO:0043623,GO:0043679,GO:0043933,GO:0044085,GO:0044087,GO:0044306,GO:0044422,GO:0044424,GO:0044425,GO:0044444,GO:0044456,GO:0044463,GO:0044464,GO:0044699,GO:0044700,GO:0044707,GO:0044763,GO:0044765,GO:0045202,GO:0045595,GO:0045995,GO:0046903,GO:0048489,GO:0050789,GO:0050793,GO:0050794,GO:0050877,GO:0050896,GO:0051128,GO:0051179,GO:0051234,GO:0051239,GO:0051301,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0060281,GO:0060284,GO:0060341,GO:0065003,GO:0065007,GO:0065008,GO:0070271,GO:0071822,GO:0071840,GO:0097458,GO:0097479,GO:0097480,GO:2000026,GO:2000241	K15292		artNOG[6]	032Q0@artNOG,09VWI@biNOG,0V6V2@meNOG,12PGD@opiNOG,COG5158@NOG,KOG1300@euNOG	NA|NA|NA	U	Sec1 family	Intracellular trafficking and secretion
1025	PB.2348.1|487_0|path0:1-2530(+)|HQ_sampleM3zMZywY|cb3042_c0/f6p0/2589	6945.ISCW019895-PA	1.1999999999999996e-129	469.5		GO:0003674,GO:0003824,GO:0004766,GO:0006576,GO:0006595,GO:0006596,GO:0006807,GO:0008150,GO:0008152,GO:0008216,GO:0008295,GO:0009058,GO:0009308,GO:0009309,GO:0009987,GO:0016740,GO:0016765,GO:0034641,GO:0042401,GO:0044106,GO:0044237,GO:0044249,GO:0044271,GO:0071704,GO:1901564,GO:1901566,GO:1901576	K00802		artNOG[6]	035FS@artNOG,09XPR@biNOG,0V5WV@meNOG,13232@opiNOG,COG0421@NOG,KOG1562@euNOG	NA|NA|NA	E	Spermine/spermidine synthase	Amino Acid metabolism and transport
1026	PB.2352.1|49_0|path5:1-4372(+)|HQ_sampleM3zMZywY|cb16817_c22/f57p29/4430	6945.ISCW011597-PA	9.999999999999998e-166	590.1	SAP-R	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006403,GO:0006810,GO:0008150,GO:0015931,GO:0033036,GO:0033227,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044765,GO:0045169,GO:0050657,GO:0050658,GO:0051179,GO:0051234,GO:0051236,GO:0071702,GO:0071705	K12382		artNOG[6]	032DN@artNOG,0A3BA@biNOG,0VE66@meNOG,0XSI5@NOG,12SZP@opiNOG,KOG1340@euNOG	NA|NA|NA	G, I	SAPA	Carbohydrate metabolism and transport; Lipid metabolism
1027	PB.2352.3|49_0|path5:27-4371(+)|HQ_sampleM3zMZywY|cb12430_c28951/f3p13/3462	6945.ISCW011597-PA	0.0	1274.2	SAP-R	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006403,GO:0006810,GO:0008150,GO:0015931,GO:0033036,GO:0033227,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044765,GO:0045169,GO:0050657,GO:0050658,GO:0051179,GO:0051234,GO:0051236,GO:0071702,GO:0071705	K12382		artNOG[6]	032DN@artNOG,0A3BA@biNOG,0VE66@meNOG,0XSI5@NOG,12SZP@opiNOG,KOG1340@euNOG	NA|NA|NA	G, I	SAPA	Carbohydrate metabolism and transport; Lipid metabolism
1028	PB.2353.2|492_0|path0:1-2382(+)|HQ_sampleM3zMZywY|cb1166_c197/f2p0/2434	7739.JGI280340	6.999999999999999e-15	88.2	VPS45	GO:0000003,GO:0000139,GO:0000149,GO:0001505,GO:0003001,GO:0003008,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0006461,GO:0006605,GO:0006810,GO:0006836,GO:0006886,GO:0006887,GO:0006897,GO:0006906,GO:0006944,GO:0006950,GO:0006952,GO:0006996,GO:0007033,GO:0007040,GO:0007154,GO:0007267,GO:0007268,GO:0007269,GO:0007276,GO:0007292,GO:0007596,GO:0007599,GO:0008021,GO:0008104,GO:0008150,GO:0009611,GO:0009987,GO:0010008,GO:0012505,GO:0015031,GO:0016020,GO:0016021,GO:0016023,GO:0016043,GO:0016044,GO:0016050,GO:0016079,GO:0016082,GO:0016192,GO:0019226,GO:0019953,GO:0022414,GO:0022607,GO:0023052,GO:0023061,GO:0030135,GO:0030136,GO:0031090,GO:0031224,GO:0031410,GO:0031982,GO:0031988,GO:0032501,GO:0032504,GO:0032940,GO:0033036,GO:0034058,GO:0034613,GO:0034622,GO:0035637,GO:0042060,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043623,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044440,GO:0044444,GO:0044446,GO:0044456,GO:0044464,GO:0044699,GO:0044700,GO:0044702,GO:0044707,GO:0044763,GO:0044765,GO:0045184,GO:0045202,GO:0046903,GO:0046907,GO:0048284,GO:0048477,GO:0048489,GO:0048609,GO:0050817,GO:0050877,GO:0050878,GO:0050896,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0061024,GO:0061025,GO:0065003,GO:0065007,GO:0065008,GO:0070271,GO:0070727,GO:0071702,GO:0071822,GO:0071840,GO:0097479,GO:0097480	K12479		meNOG[21]	0A08D@biNOG,0DMUY@chorNOG,0VB4D@meNOG,12QNW@opiNOG,COG5158@NOG,KOG1299@euNOG	NA|NA|NA	U	vacuolar protein sorting 45 homolog (S. cerevisiae)	Intracellular trafficking and secretion
1029	PB.2354.1|493_0|path0:1-3522(+)|HQ_sampleM3zMZywY|cb12430_c17512/f13p1/3624	6945.ISCW023775-PA	2.5e-53	216.5		GO:0003674,GO:0005488,GO:0005515,GO:0008092,GO:0017022			artNOG[6]	03H9H@artNOG,0B3RF@biNOG,0WG5J@meNOG,0XP8U@NOG,13BXE@opiNOG,KOG0613@euNOG	NA|NA|NA	Z	Fibronectin type III domain	Cytoskeleton
1030	PB.2360.1|499_0|path0:1-3216(+)|HQ_sampleM3zMZywY|cb3122_c1/f2p2/3332	6945.ISCW018883-PA	3.1999999999999997e-31	142.9	DAAM	GO:0003002,GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0006996,GO:0007010,GO:0007015,GO:0007275,GO:0007389,GO:0007399,GO:0007424,GO:0008092,GO:0008150,GO:0009987,GO:0010769,GO:0010975,GO:0016043,GO:0022008,GO:0022603,GO:0022604,GO:0022607,GO:0030029,GO:0030036,GO:0030154,GO:0030424,GO:0030426,GO:0030427,GO:0031344,GO:0031346,GO:0032501,GO:0032502,GO:0033267,GO:0035017,GO:0035152,GO:0042335,GO:0042995,GO:0043005,GO:0043933,GO:0044085,GO:0044087,GO:0044295,GO:0044463,GO:0044464,GO:0044699,GO:0044707,GO:0044763,GO:0044767,GO:0045595,GO:0045664,GO:0048518,GO:0048522,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0050767,GO:0050770,GO:0050789,GO:0050793,GO:0050794,GO:0051017,GO:0051128,GO:0051130,GO:0051239,GO:0051489,GO:0051491,GO:0051960,GO:0060284,GO:0060491,GO:0060541,GO:0061572,GO:0065007,GO:0065008,GO:0071822,GO:0071840,GO:0097458,GO:2000026	K04512		artNOG[6]	03HVD@artNOG,0B5SH@biNOG,0ISMZ@euNOG,0WIEY@meNOG,0XT5Z@NOG,13F7C@opiNOG	NA|NA|NA	T, Z	activator of morphogenesis	Signal Transduction; Cytoskeleton
1031	PB.2362.1|50_0|path10:1-3494(+)|HQ_sampleM3zMZywY|cb12430_c170890/f2p4/3549	500485.XP_002564413.1	9.300000000000001e-08	65.1					fuNOG[21]	0442J@ascNOG,0K09F@euNOG,0MCA3@euroNOG,0MTGN@eurotNOG,0Q23D@fuNOG,10B48@NOG,14H8S@opiNOG	NA|NA|NA			
1032	PB.2366.1|501_0|path0:1-2489(+)|HQ_sampleM3zMZywY|cb12430_c166386/f10p0/2571	7425.NV14084-PA	1.4999999999999993e-172	612.1		GO:0001700,GO:0002009,GO:0002165,GO:0005575,GO:0005623,GO:0007275,GO:0007389,GO:0007391,GO:0007444,GO:0007472,GO:0007475,GO:0007476,GO:0007552,GO:0007560,GO:0008150,GO:0008258,GO:0008587,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009880,GO:0009886,GO:0009887,GO:0009888,GO:0009966,GO:0009968,GO:0010627,GO:0010646,GO:0010648,GO:0010741,GO:0016331,GO:0023051,GO:0023057,GO:0031252,GO:0032501,GO:0032502,GO:0032872,GO:0032873,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0043408,GO:0043409,GO:0044464,GO:0044699,GO:0044707,GO:0044767,GO:0046328,GO:0046329,GO:0048513,GO:0048519,GO:0048523,GO:0048563,GO:0048569,GO:0048583,GO:0048585,GO:0048598,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0050789,GO:0050794,GO:0060429,GO:0065007,GO:0070302,GO:0070303,GO:0080134,GO:0080135			artNOG[6]	034F3@artNOG,09UQ4@biNOG,0S7X1@hymNOG,0SSKJ@inNOG,0V5PR@meNOG,0XP46@NOG,12TMT@opiNOG,KOG2272@euNOG	NA|NA|NA	T, Z	LIM	Signal Transduction; Cytoskeleton
